Author_ID,Author_Name,Author_Affiliation,Author_Citations,Author_Documents_number,H-index,FWCI,Co_authors_Names
6504491745.0,"Azouani, Abderrahim",Morocco,293.0,10.0,6.0,1.63,"['Lakrad, Faouzi', 'Azouani, Abderrahim', 'Azoua, Mohammed', 'Saffah, Zouhair', 'Belhaq, Mohamed', 'Aniss, Saïd', 'Koeller, Amos N.', 'Imad, Hafidi', 'Sáez, Mariel', 'Smith, Brian', 'Titi, Edriss S.', 'Schulze, Felix', 'Amdi, Mohammed', 'Hell, Juliette', 'Karim, Marouane', 'Marxen, Tobias', 'Georgi, Marc', 'Abouhazim, Nazha', 'Boulal, Taoufik', 'Lahmam, Hassane', 'Olson, Eric J.', 'Timesli, Abdelaziz', 'Hassouna, Saad', 'Schnürer, Oliver C.']"
57217042219.0,"Aassem, Youssef",Morocco,2.0,5.0,1.0,0.05,"['Aboutabit, Noureddine', 'Imad, Hafidi', 'Aassem, Youssef', 'Alami, Lamiae']"
58109613400.0,"Azoua, Mohammed",Morocco,2.0,3.0,1.0,0.3,"['Issam Khaloufi', 'Azouani, Abderrahim', 'Imad, Hafidi', 'Azoua, Mohammed', 'Mostafa Rachik']"
56784321200.0,"Hadri, Aissam",Morocco,311.0,42.0,12.0,1.37,"['Soufiane Lyaqini', 'Hadri, Aissam', 'Afraites, Lekbir', 'Abdelmajid El Hakoume', 'Hakim, Abdelilah', 'Ayoub Ellahyani', 'M. A. Zaky', 'Idriss Boutaayamou', 'Laghrib, Amine', 'Imad, Hafidi', 'Hakim, Moad', 'A. Nachaoui', 'Nachaoui, Mourad', 'Idriss El Mourabit', 'Tabbaa, Hiba', 'Ahmed S. Hendy', 'Fatim Zahra Ait Bella', 'M. Srati', 'Fakhr Eddine Limami', 'Raghay, Said', 'Hssaine Oummi', 'Ghazdali, Abdelghani', 'Abdelkrim Chakib', 'Jabrane, Mourad', 'Abdessamad Oulmelk', 'Z. Zaabouli', 'Anouar Ben-Loghfyry', 'Julius Fergy T. Rabago']"
6602735163.0,"Jai, Mohammed",France,954.0,45.0,14.0,0.72,"['Eduard Feireisl', 'Benyebka Bou-Saïd', 'Ciupercǎ, Ionel Sorin', 'Sorin Ionel Ciuperca', 'Ivan Iordanoff', 'Jai, Mohammed', 'Imad, Hafidi', 'Michèlle Chambat', 'Clair Poignard', 'Patrick Ragot', 'Alfredo Jaramillo', 'Guy Bayada', 'Mohamed El Alaoui Talibi', 'J. Ignacio Tello', 'Adrien Petrov', 'Hugo M. Checo', 'Jorge S. Leiva', 'Buscaglia, Gustavo C.']"
57202156076.0,"Rochd, Yassir",Morocco,14.0,8.0,3.0,0.07,"['Rochd, Yassir', 'Jabrane, Mourad', 'Imad, Hafidi', 'Ouartassi, Bajil']"
58183945100.0,"Lakouam, Issam",Morocco,1.0,2.0,1.0,0.0,"['Nachaoui, Mourad', 'Lakouam, Issam']"
57190491921.0,"Ennaji, Fatima Zohra",Morocco,56.0,25.0,4.0,0.21,"['Mourdi, Youssef', 'Amarouche, Idir Amine', 'Ennaji, Fatima Zohra', 'Ouarzazi, Jamal', 'Leclercq, Éric', 'Savonnet, Marinette', 'El Alaoui El Abdallaoui, Hasna', 'Sadiq, Abderrahmane', 'Elalaoui-Elabdallaoui, Hasna', 'Sadgal, Mohamed', 'Benslimane, Djamal', 'El Fazziki, Abdellah E.', 'Imad, Hafidi', 'Azaza, Lobna', 'Hamada, El Kabtane']"
9432787600.0,"Metrane, Abdelmoutalib",Morocco,212.0,31.0,8.0,0.42,"['Abdellatif, Lasbahani', 'Guy Desaulniers', 'Jbel, Mouad', 'Oumayma Banouar', 'Hocine Bouarab', 'Hossein Dibachi', 'Metrane, Abdelmoutalib', 'Mohammad Izadikhah', 'Issmail El Hallaoui', 'Mamouni, Nezha', 'Zohreh Moghaddas', 'Laghrib, Amine', 'Imad, Hafidi', 'Salah El-Hadaj', 'Mohamed Ait Mansour', 'Hakim, Moad', 'Nada Benhima', 'Ourdou, Amal', 'El Mehdi Er Raqabi', 'Mohsen Vaez-Ghasemi', 'Mariam Benllarch', 'Nazih Abderrazzak Gadhi', 'Amar Oukil', 'Mellouli, Oumaima', 'Nasri, Mehdi', 'A. Ridha Mahjoub', 'Michel A. Théra', 'Ghazdali, Abdelghani', 'Ilyas Himmich', 'Nizar El Hachemi', 'François Soumis', 'Jabrane, Mourad', 'Jamali, Anouar', 'Taoussi, Chaimae', 'Houda Ait Brahim', 'Alami, Lamiae']"
57222163613.0,"Tabbaa, Hiba",Morocco,62.0,4.0,2.0,10.55,"['Lamghari, Nidal', 'Tabbaa, Hiba', 'Imad, Hafidi', 'Ifzarne, Samir', 'Hadri, Aissam']"
57205406993.0,"Ifzarne, Samir",Morocco,88.0,8.0,4.0,4.83,"['Lamghari, Nidal', 'Tabbaa, Hiba', 'Imad, Hafidi', 'Ifzarne, Samir']"
51864221500.0,"Nachaoui, Mourad",Morocco,365.0,60.0,12.0,1.27,"['Yamina Mir', 'Abdellatif Ellabib', 'Khalfi, Hamza', 'El Malki, Imane', 'Rachid Abdia', 'Mimoun Zazoui', 'Fatima Aboud', 'Mohamed Fakir', 'Abdelali Elmoufidi', 'Chorouk Masnaoui', 'Soufiane Lyaqini', 'Hadri, Aissam', 'Abdessamad Malaoui', 'M. A. Kinani', 'Rostam K. Saeed', 'Lakouam, Issam', 'Afraites, Lekbir', 'Abdelmajid El Hakoume', 'Karzan A. Berdawood', 'Ayoub Ellahyani', 'Mohamed Quafafou', 'Ayoub Skouta', 'Zakaria Khoudi', 'Laghrib, Amine', 'Imad, Hafidi', 'Hakim, Moad', 'A. Nachaoui', 'Nachaoui, Mourad', 'Amal Bergam', 'Abdelaziz Amine', 'Hamid Ouaissa', 'Fatim Zahra Ait Bella', 'Driss Ait Omar', 'Mohamed Baslam', 'Chahid El Hadi', 'François Jauberteau', 'Reihan Yu Shikhlinskaya', 'Ghazdali, Abdelghani', 'Phridon Dvalishvili', 'Abdelkrim Chakib', 'A. ElRharib', 'Abdelaziz Azziz Koumina', 'Mohammed A. Hilal', 'Abdessamad Oulmelk', 'Amin Boukdir']"
57193550788.0,"Aboutabit, Noureddine",Morocco,21.0,9.0,3.0,0.46,"['Aboutabit, Noureddine', 'Bahaj, Mohamed', 'Boumlik, Abdeljalil']"
26533227600.0,"Ouartassi, Bajil",Morocco,118.0,7.0,3.0,0.36,"['A. El Abidi', 'Anthony Dufour', 'Bernard Doyon', 'Rochd, Yassir', 'François Broust', 'Anélie Pétrissans', 'Said Yadir', 'Wail El Bazi', 'Mourad Héniche', 'Mustapha Bideq', 'Imad, Hafidi', 'Mathieu Pétrissans', 'Vanessa Fierro', 'Ouartassi, Bajil', 'Roda Bounaceur', 'Alain Celzard']"
57364637200.0,"Mellouli, Oumaima",Morocco,0.0,2.0,0.0,0.0,"['Imad, Hafidi', 'Mellouli, Oumaima']"
57866343500.0,"Karim, Marouane",Morocco,10.0,10.0,2.0,0.58,"['Thabet Abdeljawad (Maraaba) T.', 'Issam Khaloufi', 'Azouani, Abderrahim', 'Soukaina Ben Rhila', 'Azoua, Mohammed', 'Ali Akgül', 'Soukaina Ben Rhila', 'Amine Ghazaoui', 'Imad, Hafidi', 'Murad Khan Hassani', 'Imane Dehaj', 'Karim, Marouane', 'Mostafa Rachik', 'Hanane Ferjouchia', 'Abdelfatah Kouidere', 'Hamza Boutayeb', 'Marouane Lafif', 'Kamal Shah']"
57210186235.0,"Nasri, Mehdi",Morocco,34.0,6.0,3.0,1.15,"['Labdiad, Fatah', 'Metrane, Abdelmoutalib', 'Jamali, Anouar', 'Imad, Hafidi', 'Nasri, Mehdi']"
57222166319.0,"Taoussi, Chaimae",Morocco,2.0,3.0,1.0,0.38,"['Imad, Hafidi', 'Abdellatif, Lasbahani', 'Taoussi, Chaimae']"
57200595982.0,"Lazaar, Mohamed",Morocco,859.0,79.0,14.0,2.03,"['K. Haddouch', 'Nourddine Enneya', 'Aboutabit, Noureddine', 'Youssef Saadi', 'Mohammed Bennani-Othmani', 'Ayyoub Elhariri', 'Mohammed Al Achhab', 'Badreddine Eddine El Mohajir', 'Jaouad El-Mekkaoui', 'Osama S. Faragallah', 'Abdellah El fallahi', 'Halim Berradi', 'Youssef Ghanou', 'Feda AlShahwan', 'Abdelhamid Zouhair', 'Farid Bourzgui', 'Outman El Hichami', 'Asmaa Sabiri', 'Yassine Al-Amrani', 'Mohamed Naoum', 'Mohammed Mouiti', 'Redwane Nesmaoui', 'El Madani El Alami Yasser', 'Soufiane El Mrabti', 'Hmaidi Safae', 'Imad, Hafidi', 'Hachmoud Adil', 'Mostafa El Mallahi', 'Hala S. El-Sayed', 'Karim El Moutaouakil', 'El-Ansari, Anas', 'Ikram Karabila', 'Z. En-Naimani', 'Nossayba Darraz', 'Zahra Berradi', 'Said Ouhmi', 'Ilyes Boumahdi', 'Najoua Hrich', 'Mohamed Khaldi', 'Oussama Mahboub', 'Youness Tabii', 'Mbarek Marwan', 'Afoudi Yassine', 'El Miloud Zaoui', 'Rachid Kaidi', 'Mouad Louhichi', 'Abdelkarim Ait Temghart', 'Abdellatif Hair', 'El Mokhtar En-Naimi', 'Mohammed Erritali', 'Raddouane Chiheb', 'Fatima Ouzayd', 'Omar Habibi', 'N. Idrissi', 'Lazaar, Mohamed', 'Mohammed A. Baz', 'Nabil Alami', 'Hicham Omara', 'Mohamed Ettaouil', 'Fadoua Oudouar', 'Kamal Eddine El-Kadiri', 'Khalid A. AlAfandy', 'Yasser Madani El Alami', 'Mohammed Chemmakha']"
58183671900.0,"Jabrane, Mourad",Morocco,0.0,4.0,0.0,0.0,"['Metrane, Abdelmoutalib', 'Jabrane, Mourad', 'Jbel, Mouad', 'Tabbaa, Hiba', 'Imad, Hafidi', 'Hadri, Aissam']"
56349129200.0,"Jamali, Anouar",Morocco,28.0,4.0,3.0,0.53,"['Leandro C. Coelho', 'Jamal Lmariouh', 'Metrane, Abdelmoutalib', 'Jamali, Anouar', 'Nizar El Hachemi', 'Nasri, Mehdi', 'Imad, Hafidi', 'Nizar El Hachemi', 'Gilbert Laporte']"
7003645184.0,"Buscaglia, Gustavo C.",Brazil,2386.0,118.0,26.0,0.7,"['Arturo López', 'Juan Ezequiel Martin', 'Stevens Paz', 'Ivan Iordanoff', 'Jai, Mohammed', 'João Paulo Gois', 'Facundo del Pin', 'Pablo D. Zavattieri', 'Vincenzo Di Bari', 'Luca Meacci', 'Hugo Luiz Oliveira', 'Carlos J. Bolech', 'Marcelo Horacio Garciá', 'Diego Samuel Rodrigues', 'Hugo E. Ferrari', 'Elena Brandaleze', 'Jérôme Pousin', 'Felipe Pereira', 'Alberto Vela-Martín', 'Claudio Padra', 'Chris R. Rehmann', 'Mohamed El Alaoui Talibi', 'Enzo Alberto Dari', 'Oscar M. Zamonsky', 'Fabrício S. Sousa', 'Yousry Y. Azmy', 'Buscaglia, Gustavo C.', 'Mehedi H. Bappy', 'Andrew R. Waratuke', 'I. W. Stewart', 'Sergio R. Idelsohn Barg', 'Franciane F. Rocha', 'Cheeta L.M. Soga', 'Italo V.M. Tasso', 'Daniela L. Arnica', 'Pablo M. Carrica', 'Raúl Antonino Feijóo', 'Pablo Javier Blanco', 'David J. Wheatley', 'Lucas E. Rincón', 'Alfredo Jaramillo', 'Mario Primicerio', 'David A. Gray', 'Abdellatif Agouzal', 'Rodrigo R. Paz', 'Osvaldo E. Azpitarte', 'Ricardo G. Durán', 'Jorge S. Leiva', 'Edgardo O. Taroco', 'Juan Pablo Carbajal', 'Fernando G. Basombrío', 'Sorin Ionel Ciuperca', 'Ramsharan Rangarajan', 'Christian E. Frías', 'Carlos Marcelo García', 'José Ovejero-Garcı́a', 'Santiago Márquez Damián', 'Sean Mckee', 'Imad, Hafidi', 'Livia S. Freire', 'G. F. Velati', 'Luis Fernando Dos Anjos', 'Victoriano Ruas', 'Antonio Huerta', 'Guy Bayada', 'Ramon Codina', 'Eduardo Alberto Fancello', 'J. J.Vicente Alvarez', 'Hugo M. Checo', 'Fabián José Bonetto', 'Roberto F. Ausas', 'Benyebka Bou-Saïd', 'Ciupercǎ, Ionel Sorin', 'Cassio M. Oishi', 'Mario A. Storti', 'Norberto M. Nigro', 'Fabían A. Bombardelli', 'José Alberto Cuminato', 'Jiajia Li', 'Monica M. Rozeik', 'Bassam A. Younis', 'L. G. Nonato', 'Fernando Mut', 'Jordi Blasco', 'Mariano I. Cantero', 'C. A. Balseiro', 'Patrick Ragot', 'Adrián J. Lew', 'Rodrigo Nicoletti', 'Jorge D. Abad', 'Raúl A. Enrique', 'Rafael T. Guiraldello', 'Gladys Domizzi']"
57199326558.0,"Alami, Lamiae",Morocco,11.0,7.0,2.0,0.21,"['Abdennacer El Mrabet', 'Ahmed Lebkiri', 'Imane Lebkiri', 'Omar Elhamdaoui', 'El Housseine Rifi', 'Ibrahim Sbai El Otmani', 'Miloud E. El Karbane', 'Aassem, Youssef', 'Wafa Terouzi', 'Abderrahim Diane', 'Assia Jebli', 'Amal Ait Haj Said', 'Khalid Laarej', 'M. Bouatia', 'Metrane, Abdelmoutalib', 'Manar Otmani', 'Fatima Zahra Bouhassane', 'Amine Cheikh', 'Imad, Hafidi', 'Amine Laouni', 'Souad Salmaoui', 'Mohamed Mbarki', 'Jaouad Bensalah', 'Abdelkhalek Oussama', 'Abdelkader Zarrouk', 'Rachid Hsissou', 'Khalid Karrouchi', 'Azeddine Lebkiri', 'Abdelhay El Amri', 'Alami, Lamiae']"
57203014555.0,"Aghriche, Ahmed",Morocco,48.0,5.0,3.0,0.79,"['Najm, Fatiha', 'Yafia, Radouane', 'Aghriche, Ahmed', 'Moussaoui, Ali', 'Aziz-Alaoui, M. A.', 'Alaoui, My Ahmed Aziz', 'Tridane, Abdessamad', 'Abid, Walid']"
57224409004.0,"Najm, Fatiha",Morocco,18.0,7.0,3.0,0.56,"['Yafia, Radouane', 'Aghriche, Ahmed', 'Moussaoui, Ali', 'Aziz-Alaoui, M. A.', 'Lahcen Boukrim', 'Alaoui, My Ahmed Aziz', 'Tridane, Abdessamad']"
56373645400.0,"Yafia, Radouane",Morocco,457.0,38.0,13.0,0.55,"['Ş Kayan', 'Yafia, Radouane', 'Aziz-Alaoui, M. A.', 'Mohamud M. Sheek-Hussein', 'Lahcen Boukrim', 'Fathalla A. Rihan', 'Samira El Yacoubi', 'Ali Boutoulout', 'Najm, Fatiha', 'Hemen Dutta', 'Tridane, Abdessamad', 'El Mehdi Lotfi', 'Hamad Talibi Alaoui', 'Jean Jules Tewa', 'Azgal Abichou', 'Abderrahim El Abdllaoui', 'Aghriche, Ahmed', 'Alaoui, My Ahmed Aziz', 'Moussaoui, Ali', 'Noura Yousfi', 'Imad El Harraki', 'Ibtissam Benamara', 'Habib Bouhafa', 'Serdar G̈oktepe', 'Benjamin Ambrosio', 'Abid, Walid', 'Hüseyin Merdan']"
25028296800.0,"Moussaoui, Ali",Algeria,370.0,51.0,12.0,0.85,"['El Hadi Ait Dads', 'Marcos Marvá', 'Abdou Sène', 'Yafia, Radouane', 'M. Daher Okiye', 'Sunita Gakkhar', 'Meryem Bensenane', 'Qi An', 'Aziz-Alaoui, M. A.', 'Tri Nguyen-Huu', 'Mohamed Oumoun', 'Mohammed Meziane', 'Najm, Fatiha', 'Mohammed Salah Abdelouahab', 'Khelifa Benmansour', 'Mohamed Khaladi', 'Rafael Bravo de la Parra', 'Xuebing Zhang', 'Tridane, Abdessamad', 'Nguyen Huu Tri', 'Noureddine Ghouali', 'Sébastien Delprat', 'Lotfi Baghli', 'Souâd Yacheur', 'Gauthier Sallet', 'Imene Meriem Mostefaoui', 'Mohamed Djemaï', 'Aghriche, Ahmed', 'Guangying Lv', 'Sylvain Pioch', 'Alaoui, My Ahmed Aziz', 'Moussaoui, Ali', 'Arnaud Ducrot', 'Vitaly A. Volpert', 'Reenu Rani', 'Mohammed Mesk', 'Piérre M. Auger', 'Anes N. Moulai-Khatir', 'B. ROCHE', 'Wenjun Liu', 'Bob W. Kooi', 'Sara Jabbari', 'Christophe Lett', 'Alassane Bah', 'Abderrahman Iggidr', 'Mohammed Amine Menouer', 'Oumar Diop', 'Bilel Elbetch', 'Siham Bassaid']"
6602144033.0,"Aziz-Alaoui, M. A.",France,2764.0,119.0,24.0,0.6,"['Ramses Djidjou-Demasse', 'Anne Tricot', 'Ranjit Kumar Kumar Upadhyay', 'Guillaume Cantin', 'Damienne Provitolo', 'Lahcen Boukrim', 'Prosenjit Kundu', 'Madhurima Mukherjee', 'David Manceau', 'Emmanuel Tric', 'M. Cadivel', 'Ali Boutoulout', 'Najm, Fatiha', 'Aymen Balti', 'Subhashis Das', 'Xinzhi Liu', 'Fangyue Chen', 'Djamila Moulay', 'Congying Liu', 'Baba Issa Camara', 'Azgal Abichou', 'Chittaranjan R. Hens', 'Siham Bassaid', 'Gabriel Guilsou Kolaye', 'Sara Derivière', 'Yu Chen', 'D. Jacobzone', 'Mohamed Boutayeb', 'José Ragot', 'Abid, Walid', 'Hüseyin Merdan', 'Samuel Bowong', 'R. Pierre Lozi', 'Celso Celso Grebogi', 'Fatima Zahrae El Alaoui', 'Wenting Wang', 'Qunjiao Zhang', 'Aziz-Alaoui, M. A.', 'Ilyasse Lamrani', 'Arnab Mondal', 'Nathalie Corson', 'Samira El Yacoubi', 'Pascal Mallet', 'Carl Robert', 'Jihong Guan', 'Michael Small', 'Shuigeng Zhou', 'Jean M.S. Lubuma', 'Gérard H.E. Duchamp', 'Hilda Alicia Cerdeira', 'Kamal Khalil', 'Chris G. Antonopoulos', 'C. Bertelle', 'Aghriche, Ahmed', 'Rawan Ghnemat', 'Kshitish Ch Mistri', 'Alexandra Schleyer-Lindenmann', 'Sébastien Haule', 'Xiaoqun Wu', 'Xiaoliang Xie', 'Yaoping Hou', 'Estelle Cherrier', 'M. Daher Okiye', 'Sunita Gakkhar', 'Marius F. Danca', 'Sanjeev Kumar Sharma', 'Tsanou Berge', 'Guanrong (Ron) Chen', 'Li Wan', 'Yichao Zhang', 'Tridane, Abdessamad', 'Jean Jules Tewa', 'Thierry Billey', 'Jinhu Lü', 'Junchan Zhao', 'Raymond Houé Ngouna', 'René Yamapi', 'Alexandre M. Berred', 'Stefan Balev', 'Lois Naudin', 'Bernard Archimède', 'Moussaoui, Ali', 'Imad El Harraki', 'Arti Mishra', 'Juan Luis Jiménez-Laredo', 'Habib Bouhafa', 'Sudeshna Sinha', 'Ahmed J. Alsaedi', 'Giovanni Filatrella', 'Shi Zhou', 'Alain Miranville', 'Alexandre Thorel', 'Nathalie Verdière', 'Herve Germain Enjieu-Kadji', 'Eva Kaslik', 'Yunhua Liao', 'S. R. Dtchetgnia Djeundam', 'Plaire Tchinda Mouofo', 'Mohamed Maama', 'Yafia, Radouane', 'Valentina Lanza', 'Henry C. Leung', 'Ruiwu Niu', 'Krishnamurthy Murali', 'Fathalla A. Rihan', 'T. C. Kofane', 'A. D. Fedorenko', 'Slim Lassoued', 'Dibakar Ghosh', 'Aka Fulgence Nindjin', 'Christophe C. Letellier', 'Raymond Houé Ngouna', 'Zaid M. Odibat', 'Edwige Dubos-Paillard', 'Irmand Mikiela', 'Stanislav M. Mintchev', 'Abdel Halim Halim Boudoukha', 'Sanat Kumar Mahato', 'A. Ould-Henia', 'Luis Antonio Aguirre', 'Jun Ma', 'Sandra Pérez', 'Parimita Roy', 'Thibaut Démare', 'Genaro J. Martínez', 'Oleksandr M. Sharkovsky', 'Argha Mondal', 'Rodolphe Charrier', 'Martin Iej Krupa', 'Évarisite Sanchez-Palencia', 'Oscar E. Navarro', 'Hee-dae Kwon', 'Benjamin Ambrosio', 'Jean Maquet']"
56641069000.0,"Alaoui, My Ahmed Aziz",France,57.0,5.0,2.0,1.61,"['Najm, Fatiha', 'Habib Bouhafa', 'Yafia, Radouane', 'Azgal Abichou', 'Aghriche, Ahmed', 'Moussaoui, Ali', 'Lahcen Boukrim', 'Jürgen G. Kurths', 'Alaoui, My Ahmed Aziz', 'Tridane, Abdessamad', 'Abid, Walid', 'Tsanou Berge', 'C. Hameni Nkwayep']"
6507649903.0,"Tridane, Abdessamad",Al Ain - United Arab Emirates,821.0,73.0,14.0,0.89,"['Hamad Al Jassmi', 'Ramón Gutiérrez-Sánchez', 'Lahcen Boukrim', 'Bentout Soufiane', 'Yang Kuang', 'Najm, Fatiha', 'Hamza El Mahjour', 'Jabran Daaif', 'Bashir Aden', 'Umair Hasan', 'Anderson Eduardo Stanciole', 'Youssef Benfatah', 'Sehjeong Kim', 'Khadija Niri', 'Dong Eui Chang', 'Ayoub Sakkoum', 'Hüseyin Merdan', 'Mohamed El-Fatini', 'Gamzegul Karahisarli', 'Baki Cissé', 'Aziz-Alaoui, M. A.', 'Soha Glal Ahmed', 'Sara Bidah', 'Samira El Yacoubi', 'Abdullah N. al-Hawsawi', 'Mostafa Zahri', 'Yassine Chakroune', 'Farida Ismail Al-Hosani', 'Bilal Hejase', 'Hugo Leiva', 'Cosme Duque', 'Souâd Yacheur', 'Mohammed Seaïd.', 'Amar Debbouche', 'Touaoula, Tarik Mohamed', 'Vipin Kumar', 'Thomas I. Seidman', 'Aghriche, Ahmed', 'Alaoui, My Ahmed Aziz', 'Ferjouchia Hanane', 'Aadil Lahrouz', 'Omar Zakary', 'Adil Meskaf', 'Saïd Belaaouad', 'Hedieh Najafi', 'Leen Alrawas', 'Amine Loumi', 'Ahmed Abdelhak', 'Karam Allali', 'Mohamud M. Sheek-Hussein', 'Horst R. Thieme', 'Malika Tridane', 'Amina Eladdadi', 'Manoj Kumar', 'Norah Farooqi', 'Tridane, Abdessamad', 'Hattaf, Khalid', 'Bassam R. Ali', 'Moussaoui, Ali', 'Ahmed Nafidi', 'Shraddha Salwahan', 'Adel Settati', 'Roxana López-Cruz', 'Rodolfo Gallo', 'Ali M. Al-Shaery', 'Jamal Bouyaghroumni', 'Soukaina Ben Rhila', 'Mhamed El Merzguioui', 'Yafia, Radouane', 'Mohamed Ali Hajji', 'Nadia Maksoud', 'Fathalla A. Rihan', 'Ghassane Benrhmach', 'Abdelilah Larrache', 'Abdelhai Elazzouzi', 'Marko Kostić', 'Regragui Taki', 'Karima Kabli', 'Mustapha Lhous', 'Noura Yousfi', 'Eduardo Alirio Mojica-Nava', 'Mostafa Rachik', 'Sunil Kumar', 'Syed Abbas', 'Salih Djilali', 'Mustapha E. El Jarroudi', 'Brahim El-Boukari', 'Amine EL Bhih', 'Lahbib Benahmadi', 'Md Didarul Alam', 'El Mostafa Magri', 'Abdesslem Lamrani Alaoui']"
56584471100.0,"Abid, Walid",Tunisia,108.0,8.0,5.0,0.92,"['Yafia, Radouane', 'Azgal Abichou', 'Aghriche, Ahmed', 'Aziz-Alaoui, M. A.', 'Alaoui, My Ahmed Aziz', 'Abid, Walid']"
